text,label
The Barbara Hume Memorial Award 2011 Coach's Award 2007,Achievements
Experience,Experience
seventh grade boys,Education
"development and implementation of the strategic plan to increase the number of applicants on a 1 year, 3 year, and 5 year span Developed",Projects
awareness athletically Developed scouting reports and game plan of the opposition for studentÂ​athletes in order to create successful results,Projects
"Migle Vilunate, a member of the Liberty League AllÂ​Rookie team Organized endÂ​ofÂ​theÂ​year team dinner and individual awards Provided",Achievements
attended regional tournaments/camps Attended and scouted opponent games and review film; developed scouting reports and recommendations,Projects
and scouted opponent games and reviewed film; developed scouting reports and recommendations,Projects
"Skidmore College 2007 Bachelor of Science : Management and Business City , State , US Skidmore College, Saratoga Springs, NY, May 2011",Education
"Concordia University Master : Coaching and Athletic Administration City , State , US Concordia University, Irvine, CA, May 2015 Master in",Education
University of Rochester Boys' Basketball Camp (League Commissioner),Education
Skills,Skills
"Team Player, Travel Arrangements, Field Operations, Operations, Packing, Program Manager, Purchase Orders, Vouchers, Coaching, Award",Achievements
6 years' experience as a Fast Food Cook/Assistant Manager.Â,Experience
2 years' experience as a Customer Service Representative in a Call Center.Â,Experience
1 year and 3 months experience as a Security Guard.,Experience
and well-aware of direct competitors and their strategies. Pursuing a new management role where hard work and dedication,Experience
Â Â Â Excellent communicator with 2 years in a demanding call center environment as a Customer Service Representative.,Skills
Skills,Skills
"Excel * MS Word * Fork lift operation (cherry picker), and (Stand up forklift).",Skills
Staff training/development,Courses & Certificates
Reduced overhead by taking on more responsibility with creative and administrative projects.,Projects
Provided an elevated customer experience to generate a loyal clientÃ¨le.,Experience
"Ensured superior customer experience by addressing customer concerns, demonstrating empathy and resolving problems on the spot.",Experience
Developed reputation as an efficient service provider with high levels of accuracy.,Projects
"Implemented company policies, technical procedures and standards for preserving the integrity and security of data, reports and access.",Projects
"Designed Sharepoint masterpage and page layouts, serving as company's main Sharepoint support for all technical complications.",Education
Skills,Skills
"Photoshop, Apple, cherry picker, hardware, database, forklift, Fork lift, Macintosh Computers, access, MS Excel, MS Outlook, MS",Skills
The purpose of this document is to secure a responsible career position that fully utilizes educational knowledge and experience while contributing,Experience
"while working for City of Peoria. Helping people is one of my best characteristics. Obtaining several years experience contacting vendors,",Experience
"skills and a positive work ethic makes communication easier. I am devoted and dedicated to serving in any way possible, and strive to accomplish",Skills
"assigned tasks quickly and efficiently. Exceptional people skills allow the ability to manage personnel and take care of conflicts, disputes and other",Skills
Skills,Skills
"Create excel spread sheets for reports, manage inventory files and research inventory problems.",Skills
ACCOMPLISHMENTS Personal: Due to specialized training and procurement practices the City of Peoria had an annual savings of,Courses & Certificates
Worked as an aircraft hydraulic and structural systems mechanic as a member of Naval Aircraft Squadron VS-38.,Experience
"NJROTC, (Navy Junior Recruit Officer Training Corps).",Courses & Certificates
"Bachelor's Degree Business Management Administration Grand Canyon University City , State Business Management Administration",Education
"Certified Trainer Forklift Truck Operator Safety AutoCAD Certificate in Architectural Drafting Llewellyn Technology, Certificate, Electro",Courses & Certificates
"Mechanical Systems Repair City , State Training also includes repair of Signode banding and tie wrapping machines, Synergy, Minipac-poly shrink",Courses & Certificates
Skills,Skills
"inventory, Mechanical, mechanic, Excel, Microsoft Office, PowerPoint, Windows, Word, Navy, Naval, packaging, PeopleSoft, PeopleSoft 9.0,",Skills
Dedicated Customer Service Manager with 15+ years of experience in Hospitality and Customer Service Management.,Experience
Training and development,Courses & Certificates
Missouri DOT Supervisor Training Certification,Courses & Certificates
Hilton Worldwide General Manager Training Certification,Courses & Certificates
"Completed courses and seminars in customer service, sales strategies, inventory control, loss prevention, safety, time management,",Courses & Certificates
Experience,Experience
"Helps to develop policies, directs and coordinates activities such as employment, compensation, labor relations, benefits, training, and",Courses & Certificates
"Required to have organizational and analytical skills as well as computer skills, knowledge of medical terminology and procedures, statistics,",Skills
Awarded American Shrubel Leadership Scholarship to Jefferson College,Achievements
Skills,Skills
"Accounting, ads, advertising, analytical skills, benefits, billing, budgeting, clients, Customer Service, data analysis, delivery, documentation,",Skills
I am a HR Assistant who can reflect your values of excellence & quality. I provide excellent customer service for a variety of services while multi-,Skills
the medical field. I look forward to working in an environment that enables me use of my skills to gain further experience.,Experience
Strong organizational skills,Skills
Active listening skills,Skills
Work Experience,Experience
HR records and systems Tracking of any employee anniversaries and awards they are due Developing reports for HR Director on clinical,Achievements
Verified Payroll for field staff employees Creating Files for clients and employees Execution of On-Call responsibilities and Scheduling,Experience
Skills,Skills
Education and Training,Courses & Certificates
"Looking for a challenging position, which utilizes my skills, hard work and provides opportunities to learn and contribute to the organization. I want",Skills
"Professional with over 4 years of rich experience in Recruitment, Organization Developement, Time Management, Training & Development,",Experience
"Performance Management, Employee Engagement, TPM & Audit. Worked as an Assistant Manager- HR (Generalist Profile) with VARROC",Experience
"solving skills and analytical skills. Strong communication, collaboration & team building skills with proficiency at grasping new technical concepts",Skills
"quickly and utilise the same in a productive manner. Fast Learner (demonstrated ability to learn and master new skills/tools, even in strictly harsh",Education
Skills,Skills
"SAP R/3 4.7, MS Office (Word, Excel, Power Point, Outlook, Internet Applications). *Have good understanding of SQL, HTML, CSS and",Skills
"Management, Payroll, Benefits, Personal Administration, Training and Development, ESS, Performance Appraisal.",Courses & Certificates
"Generalist profile - Recruitment, Training & Development, Performance Appraisal, Employee Engagement, Audit, SAP-HR PA -Personnel",Courses & Certificates
Preparation of Job Description and Roles & Responsibilities of department.,Experience
"Training & Development Responsible for Establishment, Implementation & Maintaining effective Training & Development system in the",Courses & Certificates
Training Need Identification of employees through PMS & IDP and Workmen through Skill Matrix.,Courses & Certificates
Preparation & circulation of Annual as well as Monthly Training Calendar as per QMS (ISO/TS 16949:2009 & OHSAS).,Courses & Certificates
"Designing & developing Training procedures, Modules, Training syllabus & activities in consonance with training requirement with faculties.",Courses & Certificates
"Organizing internal & external training programs, OBT's, Events & Workshop.",Courses & Certificates
Creating Pre & Post-Training Assessment Tools (Evaluation/Effectiveness) - Written Test & Feedback Form to gauge the present skill &,Courses & Certificates
Preparation of training budget with cost reduction initiatives.,Courses & Certificates
TPM Was appointed as TPM ET-Pillar Head in the plant and was responsible for Education & Training of staff and workers as per the,Courses & Certificates
Preparation of Job Description and Roles & Responsibilities of department.,Experience
"Responsible for Establishment, Implementation & Maintaining effective Training & Development system in the organization.",Courses & Certificates
"Understanding the requirement of the position in terms of competencies, experience etc.",Experience
Keeping excellent relationships with clients whilst helping them find the best employees for their business.,Skills
"Bachelor of Education (B.Ed) : Education , 2014-2015",Education
Magadh University - City,Education
"Bachelor of Science (B.Sc) : Biotechnology , 2002-2005",Education
Ranchi University - City,Education
Skills,Skills
"HR, Internet Applications, ISO, JavaScript, letters, Excel, MS Office, Outlook, Power Point, 2000, Windows 95, 98, Word, ESS, MIS,",Skills
"promotion, Recruitment, requirement, Safety, SAP, SAP R/3 4.7, SAP-HR, scheduling, scheme, SQL, Time Management, training programs,",Skills
Experience,Experience
"Configured custom data sets of 10,000 to 20 million records, and detailed analytical reports utilizing MySQL and the Social123 virtual",Skills
Developed strategic reporting platform in Microsoft Excel to closely monitor cumulative information from Google Analytics and Act-On,Skills
Improved annual budgeting for all properties by developing comprehensive formulas and strategies within Microsoft Excel.,Skills
"Enhanced hotel productivity through implementation of upgraded computers, PMS software, and IP credit card processors.",Education
"Established a new public image for the product line and developed catalogs, e-commerce website, advertisements, fliers, newsletters, and",Projects
"Initially hired to create graphic projects and build websites for local businesses, before quickly being promoted to a managerial role",Experience
"Developed brand identity for internal divisions and area businesses, produced tailored websites, digital advertisements, press releases, email",Projects
"Improved efficiency by as much as 300% after reengineering processes, writing detailed manuals for clients, and retraining team members.",Courses & Certificates
Finished project months ahead of schedule as a result.,Projects
"Bachelor of Arts : Graphic and Web Design , 2006 Upper Iowa University Graphic and Web Design 3.8 graduated 'Cum Laude'",Education
"Hard-working, reliable, dedicated, adaptable, creative, innovative, technologically savvy, and quick to learn new skills. Learn more at",Skills
Skills,Skills
"Strategy, marketing, market, marketing and sales, materials, Media Relations, Microsoft Excel, Microsoft Office Suite, MySQL, Navy, network,",Skills
"newsletters, organizing, Photography, press releases, processes, processors, producer, Project Management, recording, reengineering, reporting,",Projects
"Personal traits: Hard-working, reliable, dedicated, adaptable, creative, innovative, technologically savvy, and quick to learn new skills.",Skills
"Microsoft Excel, Project and Visio",Skills
Excellent communication techniques,Skills
Excellent problem solving skills,Skills
Experience,Experience
training other techs on PMs.,Courses & Certificates
drinks to the patients while providing excellent customer service.,Skills
"Input, update, upload, and maintain master schedule files for DeVry University Kansas City, MO main campus and other DeVry branches.",Education
Utilize Oracle database to schedule courses for the upcoming term and review student academic records to compare grade progression.,Education
"Answered phone calls and greeted customers, assisted staff with special projects, alphabetized and filed paperwork.",Projects
Skills,Skills
organizational-design experience at corporate levels for both startup and established companies,Experience
Southern Illinois University - City,Education
MBA : Business Management Strayer University - City,Education
"Assigned job tasks to workers according to unloading and loading schedules. Provide training, performance feedback, and disciplinary",Courses & Certificates
Identified and developed new customer relationships that led to increased sales revenue and profitability for Odyssey Logistics &,Projects
"Researched emerging industry trends, new applications, concepts and procedures for clients to update current training curriculum",Courses & Certificates
"Developed new sales territory through cold calling over the phone/in person, referral program and networking through Chamber of",Projects
Skills,Skills
"Assigned job tasks to workers according to unloading and loading schedules. Provide training, performance feedback, and disciplinary",Courses & Certificates
Identified and developed new customer relationships that led to increased sales revenue and profitability for Odyssey Logistics &,Projects
"Researched emerging industry trends, new applications, concepts and procedures for clients to update current training curriculum",Courses & Certificates
Developed newsales territorythroughcold callingover the phone/inperson referralprogramand networkingthroughChamber of,Projects
"Developed new sales territory through cold calling over the phone/in person, referral program and networking through Chamber of",Projects
A accomplished clinical engineering manager with more than 12 years of training and experience I lead clinical engineering directives to provide,Experience
"I posses exceptional team building and leadership skills. Customer focused with proven skills in interpersonal relations, negotiation, and written and",Skills
"Developed and provided informative written reports for administration on regulatory compliance, cost savings, contract administration, strategic",Projects
Experience,Experience
"Responsible for all company budgets, project estimates, salaries, evaluations, personnel recruitment, hiring, training and dismissal.",Projects
Project manager on new and expanded installations of medical equipment systems at various medical facilities.,Projects
"Provided excellent customer relationships through ownership of the accounts, follow-up communication and good technical skills.",Skills
"Established excellent customer relationships through ownership of the accounts, follow-up communication and good technical skills.",Skills
Coordinated scheduled preventive maintenance work orders to be distributed to the biomedical technicians and developed pm completion reports,Projects
"Developed and implemented polices on medical equipment management according to standards and requirements by TJC, CHS, NFPA,",Projects
Nominated for CAMC Care Award for reconfiguring a medical device to measure the respiration of premature infants with breathing,Achievements
"AAS : Electronic Technology West Virginia State University City , State",Education
"BA : Business Management Marshall University City , State",Education
Skills,Skills
"Basic and Advanced Supervision Training Courses, CAMC, Charleston, WV",Courses & Certificates
Certified Biomedical Equipment Technician (CBMET) training at University of St. Louis,Education
"Microsoft Applications, Word, Excel, Publisher, PowerPoint, Access, and Outlook",Skills
"Skilled in the operation of MS 2000, Windows 7, MySQL, PHP, Apache, UNIX, Linux, Cisco",Skills
Microsoft Project,Projects
Experience,Experience
Tested and implemented first time quality metrics across Boeing's GS&S division.,Projects
Led a hardware team through the successful development and delivery of multiple F-15 training systems to customers including the United,Courses & Certificates
Manage a team of sixteen electrical and mechanical engineers who are responsible for the design and development of high fidelity training,Courses & Certificates
Responsible for staffing projects in work and new projects as they are awarded.,Projects
Develop project schedules and monitor performance using Earned Value Management (EVM).,Projects
"Performed project management tasks such as working with the customer to define the scope of the project, developing project schedules,",Projects
"generating staffing profiles, and monitoring the project with EVM.",Projects
"Supported technical proposals by defining hardware solutions, developing project schedules, assisting in the creation of a Work Breakdown",Projects
Presented technical solutions and project status to senior management and customers.,Projects
"Developed design specifications, schematics and assembly drawings for the manufacturing of military flight simulators.",Projects
"Resulted in a cost savings of $150,000 per training facility.",Courses & Certificates
Master of Business Administration (MBA) Indiana University,Education
Bachelor of Science : Electrical Engineering Electrical Engineering,Education
BSEE University of Evansville,Education
Project Management Graduate Certificate Villanova University,Education
Interests,Hobbies
Skills,Skills
"Materials, mechanical, mechanical engineering, Microsoft Office, Microsoft Project, Microsoft Visio, Navy, peer review, power distribution,",Projects
"power supplies, Presentations, Process Improvement, procurement, producing, Project Management, Project Planning, proposals, quality, Risk",Projects
Highly motivated mechanical engineering student (EIT) interested in pursuing an engaging position in the corporate setting to implement skills honed,Skills
"through years of engineering background. A dedicated student with problem-solving, leadership, and communication skills along with the capability",Skills
Thermal Analysis Project management,Projects
Heat Transfer Time management skills,Skills
Statics/Dynamics Written and verbal communication skills,Skills
"Engineering Probability and Statistics Academic, acrylic, AutoCAD, CAD, concept, Engineer-in-Training, estimating, drawing, graphics",Courses & Certificates
"Material Science, Microsoft Excel, Microsoft PowerPoint, Microsoft Word, design process, progress, Project",Skills
"skills, weighing, Written",Skills
Experience,Experience
project by using a Gantt chart Directed the group in the areas of design process and concept generation Energy Analysis Determined the,Projects
Utilization Developed drawings of a clock and archived CAD files and drawing documents Implemented the CAD files into the Lasercamm,Projects
(Laser Cutter) and produced the designed clock made of acryli Reporting/Grading Worked as an Academic Employee (Grader) for,Education
UCSD's MAE 105 class Communicated the graded results to the professor and expressed them through histograms by Microsoft Excel,Education
"BACHELOR OF SCIENCE : MECHANICAL ENGINEERING University of California , City , State MECHANICAL ENGINEERING",Education
Engineer-In-Training (EIT) Certified October 2015,Courses & Certificates
Interests,Hobbies
"(2014) Academic mentoring of third grade students at El Toyon Elementary, an educationally underrepresented area of San Diego Assisted the",Education
"grade students at El Toyon Elementary, an educationally underrepresented area of San Diego Assisted the children with academic support and",Education
INTERESTS Teaching Assistant (2011-Current) TA for the kindergarten ministry at Dong Shin Presbyterian Church Supervise about 20,Hobbies
"(Partners at Learning) Program (2014) Academic mentoring of third grade students at El Toyon Elementary, an educationally",Education
"field trips PAL (Partners at Learning) Program (2014) Academic mentoring of third grade students at El Toyon Elementary, an educationally",Education
Skills,Skills
"Academic, acrylic, AutoCAD, CAD, concept, Engineer-In-Training, EIT, estimating, drawing, graphics and design, Laser, Material Science,",Courses & Certificates
"Microsoft Excel, Microsoft PowerPoint, Microsoft Word, design process, progress, Project management, Project management, proposals,",Skills
"Reporting, Research, robotics, safety, SolidWorks, Statistics, Time management, verbal communication skills, verbal communication skills,",Skills
"Microsoft Excel and PowerPoint (intermediate), Capital IQ (intermediate), FactSet (intermediate), SNL (intermediate), Bloomberg",Skills
Experience,Experience
and execute M&A deals and innovation investments in order to enable AIG's inorganic growth Selected Transaction Experience and,Experience
Strategic Projects: 500 Million Divestiture Work with senior management to identify ~$208 million of allocated versus direct expenses in,Projects
analysis and valuation Selected Transaction Experience and Strategic Projects: Transportation Company's ~$6 Billion Initial Public Offering,Experience
show materials 170 million Buy-Side M&A Compiled 8 years of titanium price and production data in order to project summary financials,Projects
"Yale University May 2015 Diploma City , State",Education
Bachelor of Science : Economics and Psychology GPA: GPA: 3.75/4.0 GPA: 3.77 GPA: 3.89 Economics and Psychology GPA: 3.75/4.0 GPA:,Education
"3.77 GPA: 3.89 2nd Place/40 students: Corporate Ethics, Yale-China Association Symposium on Global Strategic Leadership Â· Relevant",Education
"Coursework: Strategic Management, Accounting & Valuation Â· Cumulative SAT score: 2390 (Math: 800; Verbal: 790; Writing: 800),",Courses & Certificates
Interests,Hobbies
"Interests: Traveling, piano, violin, table tennis, swimming, volunteering, pistachio ice cream, Yelp",Hobbies
Skills,Skills
"market, materials, Math, Microsoft Excel, money, PowerPoint, Presentations, Research, Sales, SAT, securities, Spanish, SPSS, strategy,",Skills
My Current role represents Komli's entire social media business across Thailand. I take Komli's social offerings to brand and performance,Experience
"delivering platform demonstrations to agencies and clients, signing long-term tech and advertising contracts, organizing and executing trainings and",Courses & Certificates
Skills:,Skills
Presenting and speakingÂ  Educating and training,Courses & Certificates
Experience,Experience
client is trying to achieve from the platform.Â Â The Account Manager will play an integral role in recommending and implementing strategies for,Experience
Key Responsibilities:Conduct the one month orientation training sessionsProvide the service levels for clients documented on the service level,Experience
trainings and perform Quarterly Business reviews as needed Â Act as a liaison between internal teams to ensure customers' needs are being met,Courses & Certificates
Cooperate with Account Managers & Partners to close projects - Create Account plans to ensure the Target achievemen - Contribute to,Projects
"BBA : Marketing Management 2011 Assumption university City , State , Thailand Marketing Management",Education
"High School Diploma Assumtion University Bangkok, Bangkok, thailand",Education
Skills,Skills
"Versatile HR professional with a strong benefits administration background, progressive cross-functional experience in broad range of HR",Experience
"functions including; HRIS, state and federal reporting, project management, client and vendor relation management, HR regulations, employee",Projects
"relations, HR policies and procedures, training, candidate screening and interviewing, employee oversight",Courses & Certificates
Experience,Experience
"Daily support for the administration of all University benefits programs, including communications with vendors and third party",Education
staff and University employees on all benefits and compensation systems.,Education
Interpreting University personnel policies and procedures to ensure their equitable application.,Education
Providing training and engaging in outreach activities.,Courses & Certificates
Providing support and backup to the role of Director Human Resources Benefits & Compensation.,Experience
"Provided excellent service to faculty, staff and retirees while ensuring compliance with state and federal employment and benefits law.",Skills
"B.S : Business Western Michigan University ï¼​ City , State Business",Education
Skills,Skills
Experience,Experience
"Primarily, but not limited to activities relating to master planning, tactical purchasing, receiving, warehousing, and shipping, and general",Education
Created and implemented Supply Chain Operational Excellence plan and Business Process Improvement plan to increase inventory turns,Skills
"Maintained a key role in the execution of monthly Sales, Inventory, and Operations (SIOP) goals.",Experience
"Implemented lean principles, change management process, and best practices, for all purchasing/procurement, material handling/storage, and",Projects
Developed direct reports to support departmental and organizational continuous improvement goals.,Projects
"Oversaw inventory management; developed and implemented process improvemt tactics to streamline the inventory control, forecasting and",Projects
of awarded contracts.,Achievements
University of Phoenix Graduate School of Business 2010 State,Education
University of Maryland 2006 B.S : Business Administration Business Administration,Education
2012 Lean Six Sigma Certification,Courses & Certificates
Skills,Skills
Top-performing professional with over 6 years experience in banking and finance. Seeking to take the next step in my career as a Regional,Experience
Banking Branch Manager 2. Prior experience in a role as a business advocate Basic knowledge and understanding of retail and/or small business,Experience
products and strategies Knowledge and understanding of mortgage industry and retail banking operations Experience sourcing small business,Experience
Skills,Skills
"Microsoft Excel, Microsoft Word, and Microsoft Outlook",Skills
Experience,Experience
"Effective organizational, multi tasking, and prioritizing skills Excellent verbal, written, and interpersonal communication skills Proficient with",Skills
"successfully meet individual and team goals Ability to work independently without supervision Basic Microsoft Office (Word, Excel, and",Skills
Outlook) skills.,Skills
"Experience leading or participating in events and activities for local networks or professional organizations, such as the chamber of",Experience
Overseen the branch platform and teller side when management are off by making sure Customer Experience is top of mind at all times.,Experience
Conducting morning huddles and meeting to go over any updates and options on how to improve our customer experience and present the,Experience
Performs a wide range of services including exercising excellent customer service in all customer interactions and following up on Teller,Skills
Business hubs every other Thursday with my business partners and fellow team members as part of my Business Advocate role.,Experience
Experience interacting positively with difficult or hostile customers.,Experience
Requires little supervision and juggle a variety of tasks including exercising excellent customer service in all customer interactions and,Skills
Education and Training,Courses & Certificates
"High School Diploma : Math University of California, Riverside ï¼​ City , State , United States",Education
Skills,Skills
Excel at interfacing with others at all levels to ensure organizational goals are attained.,Skills
"Possess excellent interpersonal, analytical, and organizational skills.Excel within a highly competitive environment through effectively",Skills
"managing, training and motivating a diverse team.",Courses & Certificates
"Excellent working knowledge using both IBM and MAC systems; Microsoft Excel, Microsoft Word, and Microsoft Outlook.Â",Skills
"Software Literacy: - AutoCAD R14 & 2000, Aperture v. 5.0, Microstation 7.1, - Adobe Illustrator, Photoshop 6.0, Excel, Word",Skills
Experience,Experience
Selected Projects: - Steiff Toy Company- Proposal for first North American prototype store in greater Boston - Stride-Rite- Proposal for,Projects
"Project Manager Designer Company Name ï¼​ City , State",Projects
Facilitated project initiation and consultant selection.,Projects
"Selected Projects: - Seaport Hotel & Health Club- Renovations to lobby, ballrooms, restaurant, fitness & locker rooms - Fidelity",Projects
Developed construction/design details in-house and on site.,Projects
"Selected Projects: - Brighton Landing- 465,000 SF office and retail development - Cutler Lake Corporate Center- 200,000 SF premier",Projects
"office complex - EMC- 50,000 SF training complex & cafeteria - Fidelity Foundation- 1,200 SF conference center involving historic",Courses & Certificates
Developed construction/design details.,Projects
"Selected Projects: - Physicians Health Services- 300,000 SF office complex - Playtex Products- 40,000 SF office renovation & expansion",Projects
"Master of Architecture Tulane University School of Architecture ï¼​ City , State",Education
Skills,Skills
"interior design, Investments, lighting, director, marketing material, mechanical, meetings, Excel, office, 2000, Word, Microstation 7.1,",Skills
"Highly experienced in banking, customer service, data entry, publicity, editing, and a wide range of computer skills",Experience
"Microsoft Word, Excel, OneNote, PowerPoint and Photoshop.",Skills
"Software (PC and MAC environments): Microsoft WindowsÂ® and Microsoft Word, PowerPoint, Excel and",Skills
Excellent communication,Skills
skills,Skills
using advanced Microsoft Excel functions.,Skills
Experience,Experience
"Cash and check deposits, process loan expenses and open new accounts Created and developed publicity strategies to drive business goals",Projects
"Pitched and secured print media, television, online and radio interviews Developed press materials such as press releases and kits, fact",Projects
sheets and related communication Built and maintained relationships with media personnel Oversaw tours and media events Achievement:,Achievements
"Achievement: Hired as junior teller; promoted because of accurateness, pace, and skills.",Skills
"Bachelor of Arts : English Literature 2010 Roanoke College , City , State , United States GPA: Cum Laude Graduate Cum Laude",Education
Certifications,Courses & Certificates
Interests,Hobbies
Skills,Skills
"Excel, money, PowerPoint, Publisher, Microsoft Word, personnel, policies, Presenting, press, press releases, print media, Publicist, publicity,",Skills
"Specialist, or Senior Logistics Analyst within any organization in which my experience, knowledge, and skills will be used accordingly.",Experience
Professional Experience,Experience
"Managed equipment readiness, retrograde and redistribution. Maintained records for lost, destroyed and stolen property.Coordinated the",Education
execution of more than $5 million in Government Contracts from initial request to contract award.Reviewed and corrected budget estimates and,Achievements
provided alternative courses of action for the unit to improve performance measures. Validated monthly Unit Status Readiness and recorded,Courses & Certificates
with Army Maintenance Management. Ensured proper disposal procedures were implemented while disposing of excess property. Presented,Projects
accurate and commanders' hand receipts are updated monthly. Coordinated logistical support for both Annual and Inactive Duty training.,Courses & Certificates
Skills,Skills
"Logistics Forecasting/Planning, Project Manager, Supply Chain Management, Inventory Management, Logistics Management,",Projects
"keeping/Proofreading/Editing, File System Development, Written and Oral Communication, MS Word, Excel, Powerpoint, Property Book Unit",Skills
"Technical Certificate : GFEB 2013 Defense Acquisition University , City , State , US",Education
"Technical Certificate, Planning, Program, Bugdeting, Executive : Budget Analyst 2008 Military Training , City , State , US",Courses & Certificates
"Technical Certificate : PBUSE 2007 Property Book Unit Supply Enhanced , City , State , US",Courses & Certificates
Staff training,Courses & Certificates
Supervision and training,Courses & Certificates
Project Management: Â,Projects
Initiated [project] which resulted in [positive outcome].,Projects
Experience,Experience
products and services Participation in various initiatives and initiate improvement in departmental projects.,Projects
Responsible for various project management gathering information and documentation for test plans and cases for the business process of,Projects
ensured a consistently positive customer experience.,Experience
Skills,Skills
"Management, Fast, Financial, Government, Imaging, legal, letters, Lotus, Excel, Office, PowerPoint, Microsoft Word, office manager, Oracle,",Skills
"Peach Tree, phone system, problem solving, producing, project management, quality, researching, Research, Risk Management, Sales, SLA,",Projects
"San Francisco State University Bachelors of Science : Management City , State Management",Education
"CAL State Hayward Bachelor of Business Administration : Accounting City , State Accounting",Education
Experience,Experience
Financial planning and analysis for expansion projects.,Projects
Built custom reports in Excel and Adaptive for C suite executives.,Skills
Financial planning and analysis for expansion projects.,Projects
Built custom reports in Excel and Adaptive for C suite executives.,Skills
"Bachelor of Business Administration : Accounting , 12/2014",Education
Valdosta State University - City,Education
GPA: 3.7,Education
"ability and problem-solving skills, analysis and solutions of complex problems in conjunction with managing financial outputs, managing teams to",Skills
achieve defined outcomes with over 15 years' experience in a variety of organizational roles. Advanced knowledge of Microsoft toolsets. Results,Experience
"oriented with proven track record of quick learning ability, increased responsibilities and rapid advancement.",Experience
Power User of Microsoft Excel Epicor NetSuite QuickBooks Hyperion Great Plains Sage Intacct,Skills
"Trial Balance, Microsoft Excel",Skills
"Balance Sheet, Excel",Skills
Skills,Skills
"Power User of Microsoft Excel Epicor NetSuite QuickBooks Hyperion Great Plains Sage Intacct,",Skills
"Microsoft Excel, Excel, payroll, Process payroll, procurement, proposal, QuickBooks, Relational database, reporting, revenue recognition, Sage,",Skills
Skills,Skills
Co-teaching experience in kindergarten,Experience
Experienced with Smart Board,Experience
"Proficient in MS Word, PowerPoint, Excel",Skills
Experience,Experience
Implemented Daily 5 Language Arts and Daily 3 Math,Projects
"First Grade Teacher Company Name ï¼​ City , State",Education
Collaborated with colleagues on developing new classroom projects and monthly themes.,Projects
"Third Grade Teacher Company Name ï¼​ City , State",Education
Created and implemented developmentally-appropriate curriculum that addressed all learning styles.,Projects
ELL : Endorsement North Park University ï¼​ City Endorsement,Education
M.A : Teacher Leadership Roosevelt University ï¼​ City Teacher Leadership,Education
B.A : Early Childhood Education National-Louis University ï¼​ City Early Childhood Education,Education
Skills,Skills
"Co-teach with LBs1 inclusion and ELL students,Â Differentiated Instruction, Excellent student and parent relations, Technology Integration,",Skills
"Classroom Management, Character Development, SMART Board, MS Word/PowerPoint/Excel",Skills
multitasker able to handle a number of cash management projects with professionalism and accuracy. Strong research skills in optimizing current,Skills
Experience,Experience
"Manages monthly and yearly closing responsibilities including system closing, journal entry preparation and inventory reconciliation.",Experience
Prepares financial statement for the funds and participate in other Ad Hoc projects as needed.,Projects
Leads and participate in various finance ad hoc projects as needed (SAP/eLedger transition).â€‹,Projects
Experienced in reconciliation of detailed realized gain/loss reports.,Experience
Experienced in PFIC mark to market adjustment computation using Passive Foreign Investment Company(PFIC) identification procedures.,Experience
procedures are consistently applied and identifying areas where additional training is needed.,Courses & Certificates
"MBA : Accounting , 2011 Johnson & Wales University ï¼​ City , State",Education
"Bachelor of Science : Accounting , 2009 Johnson & Wales University ï¼​ City , State Accounting",Education
Skills,Skills
"Accurate, Bloomberg, DTCC, PACE, Asset Arena, Essbase, Great Plains, Hyperion, ELedger/SAP, Access, Excel, Word, PowerPoint, Oracle,",Skills
"Motivated tenured manager with demonstrated knowledge of industry best practices and operations. Proven skills in enhancing productivity,",Skills
"efficiency and bottom-line profits with forward-thinking leadership. Bringing over twenty years of experience in financial , customer service, sales ,",Experience
"problem solving field, with over 15 years management experience. Ready to take on a challenging, growth-oriented role to provide fulfillment and",Experience
Skills,Skills
Conceptualized and implemented strategies to realign operational strategies and enhance personnel management approaches.,Projects
"Located, developed and promoted talented employees to cultivate a collaborative and hardworking leadership team.",Projects
Developed strategic plans for day-to-day financial operations.,Projects
Supported Regional Bankign Distirct Manager with special projects and additional job duties.,Projects
"Monitored team performance, adhered to service level agreements (SLAs) and provided detailed job training.",Courses & Certificates
Assessed employee work and responsible for performance with branch operations and customer experience related to service approaches.,Experience
"Monitored equipment, tools and system upgrades to compile data into detailed reports for upper management.",Education
Bachelor of Arts - Psychology,Education
University of California - Los Angeles,Education
"Enthusiastic, knowledgeable professional with experience and proven success in program and project management, online and instructor led",Experience
"design, development and facilitation. Outstanding problem-solving skills, as proven through implementation of accounting software packages,",Skills
"significantly improving billing and reporting processes. Excellent management skills, encouraging career growth of subordinates through additional",Skills
training and opportunities. Keep up-to-date with industry changes through professional affiliation.,Courses & Certificates
Professional Experience,Experience
"Project Management, Training Facilitation, Instructional Design and Development Managed the projects to design and develop the 1Â½",Projects
"day instructor led training, Operational Effectiveness Phases I - IV for Select Service Assistant General Managers and Operations",Courses & Certificates
"Managers, managing project milestones and coordinating resources.",Projects
Lead the design and development of the global Senior Property Executive Assessment training for Executive Recruiters.,Courses & Certificates
Developed the curriculum and training materials for the iT organization's professional development initiative.,Projects
Lead the re-design and development of the global Interviewer Certification program.,Courses & Certificates
Managed the project to design and develop all training material for the myHR and PeopleSoft HRMS upgrade.,Education
"Lead the re-design, development and program re-launch of the global At the Helm Front Office Leadership training program for the Full",Courses & Certificates
